Cus.ID,Date,Cus. Location,Age,Gender,Mobile Name,Sell Price,Does he/she Come from Facebook Page?,Does he/she Followed Our Page?,Did he/she buy any mobile before?,Did he/she hear of our shop before?,
6149,21-12-2024,Outside Rangamati,23,M,iPhone 16 Pro Max 1TB,26563,No,No,No,Yes,
6150,21-12-2024,Outside Rangamati,29,M,Pixel 8 Pro 12/256,26351,Yes,Yes,No,Yes,
6151,21-12-2024,Rangamati Sadar,29,F,Vivo Y200 5G 6/128,21788,Yes,Yes,No,Yes,
6152,21-12-2024,Outside Rangamati,43,M,iQOO Neo 9 Pro 5G 12/256,40587,No,No,No,No,
6153,21-12-2024,Outside Rangamati,45,F,Note 11S 6/128,18027,Yes,No,No,No,
6154,21-12-2024,Rangamati Sadar,21,F,Vivo T3x 5G 8/128,26259,No,Yes,No,Yes,
6155,21-12-2024,Inside Rangamati,33,M,Galaxy M35 5G 8/128,25322,No,Yes,No,Yes,
6156,21-12-2024,Rangamati Sadar,44,M,iPhone 16 Pro 256GB,24510,No,No,No,Yes,
6157,21-12-2024,Inside Rangamati,47,M,Galaxy S24 Ultra 12/256,29537,Yes,Yes,Yes,No,
6158,21-12-2024,Outside Rangamati,29,M,Galaxy M35 5G 8/128,20012,No,No,No,Yes,
6159,21-12-2024,Inside Rangamati,32,F,Galaxy M35 5G 8/128,25834,Yes,No,No,Yes,
6160,21-12-2024,Inside Rangamati,24,M,Pixel 7a 8/128,22412,No,No,Yes,Yes,
6161,21-12-2024,Outside Rangamati,48,M,iQOO Neo 9 Pro 5G 12/256,40295,Yes,Yes,No,Yes,
6162,21-12-2024,Inside Rangamati,41,M,iQOO Z7 5G 6/128,20565,No,No,No,Yes,
6163,21-12-2024,Outside Rangamati,45,F,Vivo T3x 5G 8/128,25877,Yes,No,No,No,
6164,21-12-2024,Rangamati Sadar,35,F,Redmi Note 12 Pro 8/128,21682,Yes,No,No,No,
6165,21-12-2024,Inside Rangamati,37,M,Note 11S 6/128,18793,No,No,No,No,
6166,21-12-2024,Inside Rangamati,29,F,Galaxy M35 5G 8/128,14686,No,Yes,Yes,Yes,
6167,21-12-2024,Rangamati Sadar,30,M,R-70 Turbo 5G 6/128,24410,No,No,No,Yes,
6168,21-12-2024,Inside Rangamati,36,M,R-70 Turbo 5G 6/128,15607,Yes,No,Yes,Yes,
6169,21-12-2024,Inside Rangamati,25,M,iPhone 16 Pro Max 1TB,26354,No,Yes,No,No,
6170,22-12-2024,Inside Rangamati,48,M,iPhone 16 Pro Max 1TB,13351,No,No,No,Yes,
6171,22-12-2024,Inside Rangamati,20,M,Narzo N53 4/64,23489,Yes,No,No,No,
6172,22-12-2024,Outside Rangamati,42,M,iPhone 16 Pro 256GB,13928,Yes,Yes,Yes,Yes,
6173,22-12-2024,Rangamati Sadar,34,M,Moto G85 5G 8/128,13163,No,No,No,Yes,
6174,22-12-2024,Outside Rangamati,30,M,Vivo Y200 5G 6/128,23510,No,Yes,No,Yes,
6175,22-12-2024,Outside Rangamati,19,M,Note 11S 6/128,19146,No,No,No,Yes,
6176,22-12-2024,Rangamati Sadar,20,F,iPhone 16 Pro 256GB,24516,No,No,No,Yes,
6177,22-12-2024,Inside Rangamati,37,F,Note 14 Pro 5G 8/256,36242,No,Yes,Yes,Yes,
6178,22-12-2024,Rangamati Sadar,20,F,Pixel 7a 8/128,26182,No,No,No,Yes,
6179,22-12-2024,Inside Rangamati,19,F,iPhone 16 Pro Max 1TB,23243,No,Yes,No,No,
6180,22-12-2024,Outside Rangamati,26,F,iQOO Neo 9 Pro 5G 12/256,40501,No,No,Yes,No,
6181,22-12-2024,Outside Rangamati,47,M,iPhone 16 Pro 256GB,22322,No,Yes,Yes,Yes,
6182,22-12-2024,Rangamati Sadar,48,M,Vivo T3x 5G 8/128,20934,No,No,Yes,No,
6183,22-12-2024,Inside Rangamati,34,F,Galaxy A55 5G 8/128,21997,No,No,No,Yes,
6184,22-12-2024,Inside Rangamati,36,F,Galaxy S24 Ultra 12/256,44966,No,No,No,No,
6185,22-12-2024,Rangamati Sadar,44,M,iQOO Neo 9 Pro 5G 12/256,40906,No,Yes,Yes,Yes,
6186,22-12-2024,Inside Rangamati,37,M,Pixel 7a 8/128,23832,Yes,No,No,Yes,
6187,22-12-2024,Inside Rangamati,48,F,iPhone 16 Pro Max 1TB,23278,No,Yes,No,Yes,
6188,22-12-2024,Outside Rangamati,22,M,iPhone 16 Pro 256GB,18831,Yes,No,No,Yes,
6189,22-12-2024,Rangamati Sadar,31,M,Galaxy A55 5G 8/128,39435,Yes,No,Yes,No,
6190,22-12-2024,Inside Rangamati,28,M,Narzo N53 4/64,24111,Yes,Yes,No,Yes,
6191,22-12-2024,Outside Rangamati,18,M,Vivo T3x 5G 8/128,25487,Yes,Yes,No,Yes,
6192,22-12-2024,Rangamati Sadar,21,M,Redmi Note 12 Pro 8/128,25634,Yes,Yes,Yes,Yes,
6193,22-12-2024,Rangamati Sadar,45,F,R-70 Turbo 5G 6/128,26207,No,No,No,No,
6194,23-12-2024,Inside Rangamati,20,M,Moto G85 5G 8/128,25762,No,No,Yes,Yes,
6195,23-12-2024,Outside Rangamati,19,F,Vivo Y200 5G 6/128,15130,No,No,No,No,
6196,23-12-2024,Inside Rangamati,24,M,Narzo N53 4/64,12778,No,Yes,No,No,
6197,23-12-2024,Rangamati Sadar,21,M,Moto G85 5G 8/128,15184,No,No,No,Yes,
6198,23-12-2024,Outside Rangamati,45,F,iQOO Neo 9 Pro 5G 12/256,40659,Yes,No,No,No,
6199,23-12-2024,Outside Rangamati,45,F,Galaxy A55 5G 8/128,18145,Yes,No,No,Yes,
6200,23-12-2024,Inside Rangamati,20,M,R-70 Turbo 5G 6/128,24202,Yes,Yes,Yes,No,
6201,23-12-2024,Rangamati Sadar,36,F,Narzo N53 4/64,21474,No,No,No,Yes,
6202,23-12-2024,Inside Rangamati,27,F,Galaxy M35 5G 8/128,12961,No,No,No,Yes,
6203,23-12-2024,Outside Rangamati,23,F,Vivo T3x 5G 8/128,25999,Yes,Yes,No,Yes,
6204,23-12-2024,Inside Rangamati,28,F,iQOO Neo 9 Pro 5G 12/256,21861,No,No,No,Yes,
6205,23-12-2024,Rangamati Sadar,48,F,Vivo Y200 5G 6/128,18963,No,No,No,No,
6206,23-12-2024,Outside Rangamati,43,M,Pixel 8 Pro 12/256,17918,No,Yes,Yes,Yes,
6207,23-12-2024,Inside Rangamati,27,M,iQOO Z7 5G 6/128,13558,No,No,No,Yes,
6208,23-12-2024,Inside Rangamati,22,M,Note 14 Pro 5G 8/256,13878,Yes,Yes,No,Yes,
6209,23-12-2024,Outside Rangamati,48,F,iQOO Neo 9 Pro 5G 12/256,40998,Yes,Yes,Yes,Yes,
6210,23-12-2024,Rangamati Sadar,46,F,iQOO Neo 9 Pro 5G 12/256,40817,Yes,No,No,Yes,
6211,23-12-2024,Rangamati Sadar,28,M,iQOO Neo 9 Pro 5G 12/256,24466,Yes,Yes,No,No,
6212,23-12-2024,Rangamati Sadar,22,M,Vivo Y200 5G 6/128,21157,No,Yes,No,No,
6213,23-12-2024,Inside Rangamati,49,F,Galaxy A55 5G 8/128,22725,No,No,No,No,
6214,23-12-2024,Inside Rangamati,34,M,Redmi Note 12 Pro 8/128,26066,No,No,Yes,No,
6215,24-12-2024,Rangamati Sadar,32,F,Galaxy A55 5G 8/128,39073,Yes,Yes,No,No,
6216,24-12-2024,Outside Rangamati,31,M,iQOO Neo 9 Pro 5G 12/256,40842,No,Yes,No,No,
6217,24-12-2024,Rangamati Sadar,18,F,iQOO Neo 9 Pro 5G 12/256,40483,No,No,No,Yes,
6218,24-12-2024,Outside Rangamati,19,M,iPhone 16 Pro 256GB,17769,No,No,No,No,
6219,24-12-2024,Outside Rangamati,29,F,Note 11S 6/128,23536,Yes,No,Yes,No,
6220,24-12-2024,Rangamati Sadar,40,F,Narzo N53 4/64,13211,Yes,Yes,No,Yes,
6221,24-12-2024,Outside Rangamati,47,M,Galaxy M35 5G 8/128,18773,Yes,No,Yes,No,
6222,24-12-2024,Inside Rangamati,37,F,Pixel 8 Pro 12/256,29085,No,Yes,No,Yes,
6223,24-12-2024,Rangamati Sadar,41,M,iPhone 16 Pro Max 1TB,15315,No,No,Yes,Yes,
6224,24-12-2024,Outside Rangamati,34,F,Note 14 Pro 5G 8/256,23371,Yes,No,No,Yes,
6225,24-12-2024,Outside Rangamati,23,F,iPhone 16 Pro 256GB,23393,No,No,Yes,No,
6226,24-12-2024,Rangamati Sadar,35,M,iPhone 16 Pro Max 1TB,20521,No,No,No,No,
6227,24-12-2024,Inside Rangamati,38,M,iPhone 16 Pro 256GB,25148,Yes,No,No,Yes,
6228,24-12-2024,Inside Rangamati,22,F,Redmi Note 12 Pro 8/128,21682,Yes,Yes,Yes,No,
6229,24-12-2024,Outside Rangamati,37,M,Pixel 8 Pro 12/256,21682,Yes,Yes,Yes,Yes,
6230,24-12-2024,Rangamati Sadar,32,F,iQOO Neo 9 Pro 5G 12/256,19744,No,No,No,Yes,
6231,24-12-2024,Rangamati Sadar,41,M,Redmi Note 12 Pro 8/128,27596,No,No,Yes,Yes,
6232,24-12-2024,Rangamati Sadar,37,F,Galaxy A55 5G 8/128,39160,No,Yes,No,Yes,
6233,24-12-2024,Rangamati Sadar,25,F,Galaxy S24 Ultra 12/256,13904,No,No,Yes,No,
6234,24-12-2024,Outside Rangamati,41,M,Vivo T3x 5G 8/128,25485,No,No,Yes,Yes,
6235,24-12-2024,Rangamati Sadar,34,F,Pixel 8 Pro 12/256,40722,Yes,No,Yes,No,
6236,24-12-2024,Rangamati Sadar,34,M,Pixel 8 Pro 12/256,20939,No,Yes,Yes,No,
6237,24-12-2024,Outside Rangamati,40,M,Pixel 7a 8/128,44645,No,No,No,No,
6238,24-12-2024,Rangamati Sadar,42,F,Note 11S 6/128,25816,No,Yes,Yes,Yes,
6239,24-12-2024,Rangamati Sadar,28,M,iQOO Z7 5G 6/128,19066,No,No,Yes,Yes,
6240,24-12-2024,Rangamati Sadar,40,M,iQOO Z7 5G 6/128,19065,Yes,Yes,No,No,
6241,24-12-2024,Outside Rangamati,25,M,Note 11S 6/128,18710,No,No,Yes,Yes,
6242,24-12-2024,Rangamati Sadar,26,M,Pixel 8 Pro 12/256,24940,No,Yes,No,Yes,
6243,24-12-2024,Rangamati Sadar,34,F,Note 11S 6/128,19330,Yes,No,Yes,Yes,
6244,24-12-2024,Rangamati Sadar,45,M,Vivo Y200 5G 6/128,19562,Yes,No,No,No,
6245,24-12-2024,Rangamati Sadar,39,M,Pixel 7a 8/128,18757,No,No,No,No,
6246,24-12-2024,Rangamati Sadar,46,M,Pixel 7a 8/128,25565,No,No,No,No,
6247,24-12-2024,Inside Rangamati,41,F,R-70 Turbo 5G 6/128,21980,Yes,Yes,Yes,No,
6248,24-12-2024,Inside Rangamati,24,M,iQOO Neo 9 Pro 5G 12/256,40332,No,Yes,No,Yes,
6249,24-12-2024,Rangamati Sadar,41,F,Moto G85 5G 8/128,17766,No,Yes,No,Yes,
6250,24-12-2024,Rangamati Sadar,37,F,iPhone 16 Pro 256GB,24944,Yes,No,No,Yes,
6251,24-12-2024,Outside Rangamati,49,F,iPhone 16 Pro Max 1TB,55186,Yes,No,Yes,No,
6252,24-12-2024,Outside Rangamati,48,M,iQOO Neo 9 Pro 5G 12/256,18268,No,Yes,No,Yes,
6253,24-12-2024,Outside Rangamati,21,F,Note 11S 6/128,18443,No,No,No,No,
6254,25-12-2024,Inside Rangamati,47,F,Pixel 7a 8/128,17673,No,No,No,Yes,
6255,25-12-2024,Rangamati Sadar,40,M,Redmi Note 12 Pro 8/128,19576,No,No,Yes,Yes,
6256,25-12-2024,Outside Rangamati,45,F,Moto G85 5G 8/128,19413,No,Yes,Yes,No,
6257,25-12-2024,Inside Rangamati,24,F,Galaxy S24 Ultra 12/256,28772,No,No,No,No,
6258,25-12-2024,Outside Rangamati,43,F,Galaxy A55 5G 8/128,20558,Yes,No,Yes,Yes,
6259,25-12-2024,Inside Rangamati,35,M,Redmi Note 12 Pro 8/128,20026,No,No,No,Yes,
6260,25-12-2024,Rangamati Sadar,31,F,iPhone 16 Pro Max 1TB,199835,No,Yes,No,Yes,
6261,25-12-2024,Outside Rangamati,35,M,Vivo T3x 5G 8/128,23640,No,No,Yes,Yes,
6262,25-12-2024,Rangamati Sadar,35,M,iQOO Z7 5G 6/128,23780,No,Yes,Yes,Yes,
6263,25-12-2024,Rangamati Sadar,21,F,Note 11S 6/128,18002,Yes,No,No,No,
6264,25-12-2024,Inside Rangamati,41,M,iPhone 16 Pro Max 1TB,16709,No,Yes,No,Yes,
6265,25-12-2024,Rangamati Sadar,35,M,Vivo Y200 5G 6/128,23872,Yes,Yes,Yes,Yes,
6266,25-12-2024,Inside Rangamati,24,F,Galaxy M35 5G 8/128,26606,No,Yes,Yes,No,
6267,25-12-2024,Outside Rangamati,29,F,Pixel 8 Pro 12/256,25000,No,Yes,No,No,
6268,25-12-2024,Outside Rangamati,26,M,iPhone 16 Pro Max 1TB,23457,No,Yes,No,Yes,
6269,25-12-2024,Rangamati Sadar,33,M,Note 14 Pro 5G 8/256,21977,Yes,No,No,No,
6270,25-12-2024,Inside Rangamati,20,M,Note 14 Pro 5G 8/256,26013,No,No,Yes,No,
6271,25-12-2024,Outside Rangamati,18,F,Pixel 8 Pro 12/256,16221,Yes,No,Yes,Yes,
6272,25-12-2024,Outside Rangamati,42,F,iQOO Z7 5G 6/128,20903,Yes,Yes,No,Yes,
6273,25-12-2024,Outside Rangamati,35,F,Narzo N53 4/64,12724,No,No,No,No,
6274,25-12-2024,Rangamati Sadar,41,M,Pixel 8 Pro 12/256,24921,No,No,No,Yes,
6275,25-12-2024,Rangamati Sadar,46,F,Vivo T3x 5G 8/128,22302,No,Yes,Yes,Yes,
6276,25-12-2024,Outside Rangamati,25,F,Note 11S 6/128,16046,Yes,No,No,Yes,
6277,25-12-2024,Inside Rangamati,24,F,Pixel 8 Pro 12/256,65544,No,Yes,No,Yes,
6278,25-12-2024,Outside Rangamati,26,M,Note 14 Pro 5G 8/256,13172,No,Yes,Yes,No,
6279,25-12-2024,Inside Rangamati,27,M,iQOO Z7 5G 6/128,20899,No,No,No,Yes,
6280,25-12-2024,Rangamati Sadar,20,M,iQOO Z7 5G 6/128,18507,Yes,No,No,No,
6281,25-12-2024,Outside Rangamati,27,F,Pixel 7a 8/128,24141,Yes,Yes,No,Yes,
6282,25-12-2024,Outside Rangamati,19,M,Galaxy M35 5G 8/128,17196,No,No,No,Yes,
6283,25-12-2024,Inside Rangamati,46,M,Pixel 8 Pro 12/256,21071,No,Yes,Yes,No,
6284,25-12-2024,Inside Rangamati,26,F,Vivo T3x 5G 8/128,22235,Yes,Yes,No,Yes,
6285,25-12-2024,Rangamati Sadar,28,F,Pixel 8 Pro 12/256,19367,Yes,No,Yes,No,
6286,25-12-2024,Outside Rangamati,46,M,iPhone 16 Pro 256GB,12771,No,Yes,Yes,Yes,
6287,25-12-2024,Inside Rangamati,25,F,R-70 Turbo 5G 6/128,24551,No,Yes,No,Yes,
6288,25-12-2024,Outside Rangamati,20,F,Note 11S 6/128,25951,Yes,Yes,No,Yes,
6289,25-12-2024,Outside Rangamati,30,M,iPhone 16 Pro Max 1TB,22056,No,Yes,No,Yes,
6290,25-12-2024,Inside Rangamati,32,M,Pixel 7a 8/128,44094,No,No,Yes,Yes,
6291,25-12-2024,Outside Rangamati,20,F,iPhone 16 Pro Max 1TB,26734,Yes,No,No,Yes,
6292,26-12-2024,Rangamati Sadar,42,F,Pixel 8 Pro 12/256,53937,Yes,No,Yes,No,
6293,26-12-2024,Rangamati Sadar,38,M,Moto G85 5G 8/128,26547,Yes,No,No,Yes,
6294,26-12-2024,Rangamati Sadar,42,M,Note 11S 6/128,18435,Yes,No,No,Yes,
6295,26-12-2024,Outside Rangamati,36,F,Narzo N53 4/64,25847,No,Yes,No,Yes,
6296,26-12-2024,Outside Rangamati,46,F,Galaxy A55 5G 8/128,39616,No,Yes,No,Yes,
6297,26-12-2024,Inside Rangamati,38,M,Pixel 7a 8/128,24725,No,No,No,Yes,
6298,26-12-2024,Outside Rangamati,30,F,Moto G85 5G 8/128,26289,No,Yes,Yes,Yes,
6299,26-12-2024,Inside Rangamati,28,M,iPhone 16 Pro 256GB,22985,Yes,Yes,Yes,Yes,
6300,26-12-2024,Inside Rangamati,49,F,iQOO Z7 5G 6/128,23283,No,No,No,Yes,
6301,26-12-2024,Rangamati Sadar,45,F,Galaxy A55 5G 8/128,14197,No,Yes,Yes,No,
6302,26-12-2024,Outside Rangamati,41,F,Pixel 8 Pro 12/256,26588,No,Yes,No,Yes,
6303,26-12-2024,Outside Rangamati,22,F,iPhone 16 Pro Max 1TB,18648,No,Yes,No,Yes,
6304,26-12-2024,Outside Rangamati,40,F,Redmi Note 12 Pro 8/128,27226,No,No,No,Yes,
6305,26-12-2024,Inside Rangamati,33,F,Galaxy M35 5G 8/128,17427,Yes,No,No,Yes,
6306,26-12-2024,Rangamati Sadar,48,M,Galaxy A55 5G 8/128,19316,Yes,Yes,No,No,
6307,26-12-2024,Inside Rangamati,20,M,Narzo N53 4/64,21682,No,Yes,No,Yes,
6308,26-12-2024,Outside Rangamati,49,M,Pixel 8 Pro 12/256,18064,No,No,No,Yes,
6309,26-12-2024,Inside Rangamati,41,F,Narzo N53 4/64,12755,No,No,No,Yes,
6310,26-12-2024,Rangamati Sadar,37,F,iQOO Z7 5G 6/128,15837,No,No,No,Yes,
6311,26-12-2024,Outside Rangamati,48,F,Moto G85 5G 8/128,26101,No,No,No,No,
6312,26-12-2024,Rangamati Sadar,29,M,Vivo T3x 5G 8/128,25571,No,No,No,No,
6313,26-12-2024,Outside Rangamati,21,M,iPhone 16 Pro 256GB,19728,No,No,No,Yes,
6314,26-12-2024,Inside Rangamati,38,M,iQOO Z7 5G 6/128,25409,No,No,Yes,Yes,
6315,26-12-2024,Rangamati Sadar,49,M,iPhone 16 Pro 256GB,17832,No,Yes,Yes,No,
6316,26-12-2024,Rangamati Sadar,27,M,iPhone 16 Pro Max 1TB,21564,No,No,Yes,Yes,
6317,26-12-2024,Outside Rangamati,43,M,iQOO Neo 9 Pro 5G 12/256,23913,No,Yes,No,No,
6318,26-12-2024,Rangamati Sadar,28,F,R-70 Turbo 5G 6/128,16414,Yes,No,No,Yes,
6319,26-12-2024,Inside Rangamati,42,F,Moto G85 5G 8/128,13142,No,Yes,No,No,
6320,27-12-2024,Inside Rangamati,42,M,Note 14 Pro 5G 8/256,16605,No,Yes,No,Yes,
6321,27-12-2024,Inside Rangamati,20,F,Vivo Y200 5G 6/128,21682,Yes,Yes,No,Yes,
6322,27-12-2024,Outside Rangamati,36,F,Pixel 8 Pro 12/256,20205,No,Yes,No,Yes,
6323,27-12-2024,Inside Rangamati,42,M,Galaxy M35 5G 8/128,20172,No,Yes,No,Yes,
6324,27-12-2024,Inside Rangamati,35,M,Galaxy S24 Ultra 12/256,31687,Yes,Yes,Yes,No,
6325,27-12-2024,Rangamati Sadar,42,F,Narzo N53 4/64,18093,Yes,No,No,Yes,
6326,27-12-2024,Inside Rangamati,36,F,Galaxy A55 5G 8/128,21962,No,No,No,No,
6327,27-12-2024,Rangamati Sadar,27,M,Galaxy S24 Ultra 12/256,13101,No,No,No,No,
6328,27-12-2024,Outside Rangamati,47,M,Galaxy M35 5G 8/128,23059,No,Yes,Yes,Yes,
6329,27-12-2024,Outside Rangamati,22,F,Pixel 8 Pro 12/256,21682,No,No,No,No,
6330,27-12-2024,Inside Rangamati,45,M,iPhone 16 Pro 256GB,63736,No,No,Yes,Yes,
6331,27-12-2024,Inside Rangamati,38,M,Vivo Y200 5G 6/128,21064,No,No,Yes,No,
6332,27-12-2024,Rangamati Sadar,27,M,Galaxy M35 5G 8/128,26129,No,No,Yes,No,
6333,27-12-2024,Rangamati Sadar,30,F,Vivo T3x 5G 8/128,18170,Yes,Yes,No,No,
6334,27-12-2024,Rangamati Sadar,38,M,iQOO Z7 5G 6/128,20709,No,Yes,No,Yes,
6335,27-12-2024,Rangamati Sadar,34,F,Pixel 8 Pro 12/256,13885,No,No,No,No,
6336,27-12-2024,Rangamati Sadar,26,F,iPhone 16 Pro Max 1TB,15177,Yes,Yes,No,Yes,
6337,27-12-2024,Outside Rangamati,35,M,Galaxy S24 Ultra 12/256,21503,Yes,No,No,Yes,
6338,27-12-2024,Outside Rangamati,41,M,Galaxy M35 5G 8/128,16378,Yes,No,No,Yes,
6339,27-12-2024,Inside Rangamati,44,F,Galaxy M35 5G 8/128,16864,No,No,No,No,
6340,27-12-2024,Rangamati Sadar,49,M,Pixel 7a 8/128,25821,No,No,Yes,Yes,
6341,27-12-2024,Inside Rangamati,41,F,Pixel 8 Pro 12/256,18670,No,Yes,No,Yes,
6342,28-12-2024,Inside Rangamati,18,F,R-70 Turbo 5G 6/128,17040,No,No,Yes,Yes,
6343,28-12-2024,Rangamati Sadar,48,F,iPhone 16 Pro 256GB,27824,Yes,No,Yes,Yes,
6344,28-12-2024,Inside Rangamati,21,F,Narzo N53 4/64,26681,No,Yes,No,Yes,
6345,28-12-2024,Rangamati Sadar,19,M,iQOO Z7 5G 6/128,26384,No,Yes,No,No,
6346,28-12-2024,Outside Rangamati,40,F,iQOO Z7 5G 6/128,15747,Yes,No,No,Yes,
6347,28-12-2024,Rangamati Sadar,35,M,Narzo N53 4/64,25317,No,No,No,Yes,
6348,28-12-2024,Rangamati Sadar,42,M,iQOO Z7 5G 6/128,21239,No,No,No,No,
6349,28-12-2024,Inside Rangamati,18,M,Pixel 7a 8/128,19493,No,No,No,No,
6350,28-12-2024,Rangamati Sadar,38,F,Redmi Note 12 Pro 8/128,17618,No,Yes,No,No,
6351,28-12-2024,Inside Rangamati,26,F,Narzo N53 4/64,15657,No,Yes,Yes,Yes,
6352,28-12-2024,Outside Rangamati,27,M,iQOO Z7 5G 6/128,20202,No,No,No,No,
6353,28-12-2024,Outside Rangamati,28,F,Pixel 8 Pro 12/256,17735,Yes,Yes,Yes,Yes,
6354,28-12-2024,Outside Rangamati,32,M,Narzo N53 4/64,13142,Yes,No,No,Yes,
6355,28-12-2024,Outside Rangamati,46,F,Vivo T3x 5G 8/128,25440,Yes,No,No,Yes,
6356,28-12-2024,Inside Rangamati,47,M,R-70 Turbo 5G 6/128,23461,No,No,No,No,
6357,28-12-2024,Rangamati Sadar,37,M,Pixel 7a 8/128,44117,No,Yes,No,No,
6358,28-12-2024,Inside Rangamati,46,M,Redmi Note 12 Pro 8/128,20343,No,Yes,No,No,
6359,28-12-2024,Inside Rangamati,22,M,Note 14 Pro 5G 8/256,19005,Yes,No,No,Yes,
6360,28-12-2024,Outside Rangamati,45,F,iQOO Neo 9 Pro 5G 12/256,26420,No,Yes,No,Yes,
6361,28-12-2024,Rangamati Sadar,36,F,R-70 Turbo 5G 6/128,24294,No,No,Yes,Yes,
6362,28-12-2024,Inside Rangamati,18,M,Vivo T3x 5G 8/128,21761,No,No,Yes,No,
6363,28-12-2024,Outside Rangamati,25,F,Vivo T3x 5G 8/128,44629,No,No,Yes,Yes,
6364,28-12-2024,Outside Rangamati,30,F,Vivo T3x 5G 8/128,21635,Yes,No,Yes,Yes,
6365,28-12-2024,Outside Rangamati,29,F,iPhone 16 Pro Max 1TB,15525,No,No,Yes,No,
6366,28-12-2024,Inside Rangamati,34,M,iQOO Z7 5G 6/128,25664,No,Yes,No,Yes,
6367,28-12-2024,Rangamati Sadar,42,M,iPhone 16 Pro 256GB,16292,Yes,No,Yes,Yes,
6368,28-12-2024,Outside Rangamati,23,M,iQOO Z7 5G 6/128,20510,Yes,Yes,No,No,
6369,29-12-2024,Rangamati Sadar,38,F,Vivo T3x 5G 8/128,24008,No,Yes,No,No,
6370,29-12-2024,Outside Rangamati,39,M,Moto G85 5G 8/128,26331,No,No,No,Yes,
6371,29-12-2024,Inside Rangamati,38,M,iPhone 16 Pro Max 1TB,13074,Yes,No,No,Yes,
6372,29-12-2024,Inside Rangamati,31,M,R-70 Turbo 5G 6/128,23800,No,Yes,No,Yes,
6373,29-12-2024,Outside Rangamati,26,M,Galaxy S24 Ultra 12/256,22629,Yes,No,No,No,
6374,29-12-2024,Inside Rangamati,27,F,R-70 Turbo 5G 6/128,24006,No,No,No,No,
6375,29-12-2024,Rangamati Sadar,33,F,Note 14 Pro 5G 8/256,36220,No,Yes,No,Yes,
6376,29-12-2024,Rangamati Sadar,44,F,iQOO Neo 9 Pro 5G 12/256,16634,Yes,No,No,Yes,
6377,29-12-2024,Rangamati Sadar,38,F,Narzo N53 4/64,12737,No,Yes,Yes,No,
6378,29-12-2024,Inside Rangamati,40,F,Narzo N53 4/64,13092,No,No,No,No,
6379,29-12-2024,Inside Rangamati,45,F,iQOO Z7 5G 6/128,23157,Yes,No,Yes,No,
6380,29-12-2024,Rangamati Sadar,21,F,iQOO Neo 9 Pro 5G 12/256,20788,Yes,Yes,No,No,
6381,29-12-2024,Rangamati Sadar,39,M,iQOO Z7 5G 6/128,19319,No,Yes,No,Yes,
6382,29-12-2024,Outside Rangamati,38,M,Pixel 7a 8/128,24080,No,No,Yes,No,
6383,29-12-2024,Inside Rangamati,41,M,R-70 Turbo 5G 6/128,26940,Yes,No,No,Yes,
6384,29-12-2024,Outside Rangamati,18,M,iPhone 16 Pro 256GB,57327,No,No,Yes,No,
6385,29-12-2024,Outside Rangamati,44,M,Note 14 Pro 5G 8/256,19862,No,Yes,No,Yes,
6386,29-12-2024,Outside Rangamati,38,M,Note 14 Pro 5G 8/256,25936,Yes,No,No,No,
6387,29-12-2024,Rangamati Sadar,18,F,Galaxy M35 5G 8/128,21944,No,No,No,No,
6388,29-12-2024,Inside Rangamati,47,F,R-70 Turbo 5G 6/128,15142,No,Yes,No,No,
6389,29-12-2024,Rangamati Sadar,40,M,Pixel 8 Pro 12/256,18424,No,No,Yes,Yes,
6390,29-12-2024,Outside Rangamati,28,F,Redmi Note 12 Pro 8/128,27544,Yes,No,No,Yes,
6391,29-12-2024,Outside Rangamati,48,M,Note 11S 6/128,17882,No,Yes,No,Yes,
6392,29-12-2024,Inside Rangamati,41,M,iPhone 16 Pro Max 1TB,26474,No,No,No,No,
6393,29-12-2024,Outside Rangamati,23,M,Moto G85 5G 8/128,26163,No,No,Yes,Yes,
6394,29-12-2024,Inside Rangamati,43,M,Vivo T3x 5G 8/128,25605,Yes,No,No,Yes,
6395,29-12-2024,Outside Rangamati,35,M,R-70 Turbo 5G 6/128,24077,Yes,Yes,No,Yes,
6396,29-12-2024,Rangamati Sadar,43,F,Vivo Y200 5G 6/128,23561,Yes,No,No,Yes,
6397,29-12-2024,Rangamati Sadar,28,M,Vivo Y200 5G 6/128,24064,No,No,No,No,
6398,29-12-2024,Inside Rangamati,35,F,Moto G85 5G 8/128,14965,Yes,No,Yes,No,
6399,29-12-2024,Rangamati Sadar,31,F,Redmi Note 12 Pro 8/128,27369,Yes,No,Yes,Yes,
6400,29-12-2024,Outside Rangamati,35,F,Vivo T3x 5G 8/128,25763,No,No,No,Yes,
6401,29-12-2024,Inside Rangamati,30,F,R-70 Turbo 5G 6/128,24750,Yes,No,Yes,No,
6402,29-12-2024,Outside Rangamati,20,F,R-70 Turbo 5G 6/128,24232,No,No,Yes,Yes,
6403,29-12-2024,Rangamati Sadar,40,F,Moto G85 5G 8/128,25324,No,No,No,No,
6404,30-12-2024,Rangamati Sadar,27,M,iQOO Z7 5G 6/128,20154,No,No,No,Yes,
6405,30-12-2024,Inside Rangamati,33,M,Narzo N53 4/64,13990,Yes,No,No,No,
6406,30-12-2024,Outside Rangamati,38,F,iPhone 16 Pro 256GB,17116,No,No,No,Yes,
